Item,On Hand Qty,PC #,Date,PC Name,State,Rep,Category,Price_ea,On Hand Value
RT3-04-RFEBBK,28,3584,2024-06-01,Greentech Renewables - Kansas City,KS,Guy,REB,$20.00,$560
RT2-00-MINIBK2-FSET,60,4029,2024-06-01,Greentech Renewables - Las Cruces,NM,Genki,MINI,$4.51,$270.6
RT2-04-FBN25,236,4029,2024-06-01,Greentech Renewables - Las Cruces,NM,Genki,Bolts,$0.36,$84.96
RT2-04-SD5-60,700,4029,2024-06-01,Greentech Renewables - Las Cruces,NM,Genki,Screws,$0.43,$301
RT2-00-MINIBK2-FSET,100,4090,2024-06-01,Greentech Renewables - Las Vegas,NV,Genki,MINI,$4.51,$451
RT2-04-C-MOUNT,500,4090,2024-06-01,Greentech Renewables - Las Vegas,NV,Genki,C-MOUNT,$3.08,$1540
RT2-04-SD5-60,756,4090,2024-06-01,Greentech Renewables - Las Vegas,NV,Genki,Screws,$0.43,$325.08
RT2-04-SD5-60,300,4187,2024-06-01,Greentech Renewables - LIttle Rock,AR,Guy,Screws,$0.43,$129
RT2-00-MINIBK2,40,4250,2024-06-01,Greentech Renewables - Long Island,NY,RyanW,MINI,$4.15,$166
RT2-04-SD5-60,80,4250,2024-06-01,Greentech Renewables - Long Island,NY,RyanW,Screws,$0.43,$34.4
RT2-00-MINIBK2-FSET,5,4391,2024-06-01,Greentech Renewables - Lubbock,TX,Genki,MINI,$4.51,$22.55
RT2-04-C-MOUNT,36,4391,2024-06-01,Greentech Renewables - Lubbock,TX,Genki,C-MOUNT,$3.08,$110.88
RT2-00-MINIBK2,56,4407,2024-06-01,Greentech Renewables - Madison,WI,Guy,MINI,$4.15,$232.4
RT2-04-C-MOUNT,35,4407,2024-06-01,Greentech Renewables - Madison,WI,Guy,C-MOUNT,$3.08,$107.8
RT2-04-FBN25,350,4407,2024-06-01,Greentech Renewables - Madison,WI,Guy,Bolts,$0.36,$126
RT2-04-SD5-60,377,4407,2024-06-01,Greentech Renewables - Madison,WI,Guy,Screws,$0.43,$162.11
RT3-04-RFEBBK,10,4407,2024-06-01,Greentech Renewables - Madison,WI,Guy,REB,$20.00,$200
RT2-00-MINIBK2-FSET,1844,4422,2024-06-01,Greentech Renewables - Maine,ME,RyanW,MINI,$4.51,$8316.44
RT2-04-C-MOUNT,91,4422,2024-06-01,Greentech Renewables - Maine,ME,RyanW,C-MOUNT,$3.08,$280.28
RT2-04-FBN25,147,4422,2024-06-01,Greentech Renewables - Maine,ME,RyanW,Bolts,$0.36,$52.92
RT2-04-SD5-60,12056,4422,2024-06-01,Greentech Renewables - Maine,ME,RyanW,Screws,$0.43,$5184.08
RT2-00-MINIBK2,56,4431,2024-06-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.15,$232.4
RT2-00-MINIBK2-FSET,400,4431,2024-06-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.51,$1804
RT2-04-FBN25,138,4431,2024-06-01,Greentech Renewables - Mansfield,MA,RyanW,Bolts,$0.36,$49.68
RT2-04-SD5-60,832,4431,2024-06-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.43,$357.76
RT2-04-SD5-90,633,4431,2024-06-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.75,$474.75
RT2-04-FBN25,284,4450,2024-06-01,Greentech Renewables - Medford,OR,Genki,Bolts,$0.36,$102.24
RT2-00-MINIBK2-FSET,1336,4560,2024-06-01,Greentech Renewables - Miami,FL,RyanW,MINI,$4.51,$6025.36
RT2-04-FBN25,5,4560,2024-06-01,Greentech Renewables - Miami,FL,RyanW,Bolts,$0.36,$1.8
RT2-04-SD5-60,3965,4560,2024-06-01,Greentech Renewables - Miami,FL,RyanW,Screws,$0.43,$1704.95
RT3-04-BUTYL,60,4560,2024-06-01,Greentech Renewables - Miami,FL,RyanW,Accessories,$1.18,$70.8
RT2-04-C-MOUNT,60,4639,2024-06-01,Greentech Renewables - Missoula,MT,Genki,C-MOUNT,$3.08,$184.8
RT2-00-MINIBK2,20,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.15,$83
RT2-00-MINIBK2-FSET,1652,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.51,$7450.52
RT2-04-FBN25,132,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$47.52
RT2-04-MINBUTYL,130,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,Accessories,$1.18,$153.4
RT2-04-SD5-60,23600,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,Screws,$0.43,$10148
RT3-01-UES30,221,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$15.31,$3383.51
RT3-02-UMFS30,239,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$9.24,$2208.36
RT3-04-M4-16S,78,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$0.25,$19.5
RT3-04-RFEBBK,17,4664,2024-06-01,Greentech Renewables - Minneapolis,MN,Guy,REB,$20.00,$340
RT2-00-MINIBK2-FSET,1110,4950,2024-06-01,Greentech Renewables - North Chicago,IL,Guy,MINI,$4.51,$5006.1
RT2-04-SD5-60,1000,4950,2024-06-01,Greentech Renewables - North Chicago,IL,Guy,Screws,$0.43,$430
RT2-00-MINIBK2-FSET,1100,4984,2024-06-01,Greentech Renewables - Wallingford,CT,RyanW,MINI,$4.51,$4961
RT2-04-SD5-60,4445,4984,2024-06-01,Greentech Renewables - Wallingford,CT,RyanW,Screws,$0.43,$1911.35
RT2-00-MINIBK2-FSET,586,4991,2024-06-01,Greentech Renewables - New Hampshire,NH,RyanW,MINI,$4.51,$2642.86
RT2-04-C-MOUNT,115,4991,2024-06-01,Greentech Renewables - New Hampshire,NH,RyanW,C-MOUNT,$3.08,$354.2
RT2-04-SD5-60,2820,4991,2024-06-01,Greentech Renewables - New Hampshire,NH,RyanW,Screws,$0.43,$1212.6
RT2-00-MINIBK2-FSET,3964,5621,2024-06-01,Greentech Renewables - Orlando,FL,RyanW,MINI,$4.51,$17877.64
RT2-04-FBN25,1206,5621,2024-06-01,Greentech Renewables - Orlando,FL,RyanW,Bolts,$0.36,$434.16
RT2-04-SD5-60,16243,5621,2024-06-01,Greentech Renewables - Orlando,FL,RyanW,Screws,$0.43,$6984.49
RT2-00-MINIBK2-FSET,88,5885,2024-06-01,Greentech Renewables - Peoria,IL,Guy,MINI,$4.51,$396.88
RT2-04-SD5-60,256,5885,2024-06-01,Greentech Renewables - Peoria,IL,Guy,Screws,$0.43,$110.08
RT2-00-MINIBK2-FSET,528,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,MINI,$4.51,$2381.28
RT2-04-C-MOUNT,209,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,C-MOUNT,$3.08,$643.72
RT2-04-FBN25,41,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,Bolts,$0.36,$14.76
RT2-04-SD5-60,96,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,Screws,$0.43,$41.28
RT3-00-AXBK,1199,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$4.09,$4903.91
RT3-01-UE-30,1457,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$13462.68
RT3-01-UEFS30,466,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$4305.84
RT3-01-UES30,483,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$7394.73
RT3-02-UM-30,681,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$6292.44
RT3-02-UMFS30,495,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$4573.8
RT3-02-UMS30,285,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$4363.35
RT3-03-SK80BL,161,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$17.00,$2737
RT3-04-M4-16S,167,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.25,$41.75
RT3-04-M8BIT,110,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,Tools,$6.02,$662.2
RT3-04-SKCAP,226,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$2.66,$601.16
RT3-04-SKSSL-20,383,5887,2024-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.87,$333.21
RT2-00-MINIBK2,28,5888,2024-06-01,Greentech Renewables - Pensacola,FL,RyanW,MINI,$4.15,$116.2
RT2-00-MINIBK2-FSET,740,5888,2024-06-01,Greentech Renewables - Pensacola,FL,RyanW,MINI,$4.51,$3337.4
RT2-04-FBN25,20,5888,2024-06-01,Greentech Renewables - Pensacola,FL,RyanW,Bolts,$0.36,$7.2
RT2-04-SD5-60,20,5888,2024-06-01,Greentech Renewables - Pensacola,FL,RyanW,Screws,$0.43,$8.6
RT2-00-MINIBK2-FSET,912,5944,2024-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,MINI,$4.51,$4113.12
RT2-04-C-MOUNT,440,5944,2024-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,C-MOUNT,$3.08,$1355.2
RT2-04-FBN25,862,5944,2024-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,Bolts,$0.36,$310.32
RT2-04-SD5-60,3615,5944,2024-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,Screws,$0.43,$1554.45
RT2-00-MINIBK2,300,5951,2024-06-01,Greentech Renewables - Pocatello,ID,Genki,MINI,$4.15,$1245
RT2-04-BN30SL-US,341,5951,2024-06-01,Greentech Renewables - Pocatello,ID,Genki,Bolts,$0.36,$122.76
RT2-04-FBN25,299,5951,2024-06-01,Greentech Renewables - Pocatello,ID,Genki,Bolts,$0.36,$107.64
RT2-04-SD5-60,2400,5951,2024-06-01,Greentech Renewables - Pocatello,ID,Genki,Screws,$0.43,$1032
RT2-00-MINIBK2-FSET,220,5971,2024-06-01,Greentech Renewables - Portland,OR,Genki,MINI,$4.51,$992.2
RT2-04-MINBUTYL,10,5971,2024-06-01,Greentech Renewables - Portland,OR,Genki,Accessories,$1.18,$11.8
RT2-04-SD5-60,880,5971,2024-06-01,Greentech Renewables - Portland,OR,Genki,Screws,$0.43,$378.4
RT2-00-MINIBK2-FSET,8,6026,2024-06-01,Greentech Renewables - Pueblo,CO,Genki,MINI,$4.51,$36.08
RT2-04-SD5-60,735,6026,2024-06-01,Greentech Renewables - Pueblo,CO,Genki,Screws,$0.43,$316.05
RT2-00-MINIBK2-FSET,316,6058,2024-06-01,Greentech Renewables - Raleigh,NC,RyanW,MINI,$4.51,$1425.16
RT2-04-FBN25,253,6058,2024-06-01,Greentech Renewables - Raleigh,NC,RyanW,Bolts,$0.36,$91.08
RT2-04-MINBUTYL,100,6058,2024-06-01,Greentech Renewables - Raleigh,NC,RyanW,Accessories,$1.18,$118
RT2-04-SD5-60,3755,6058,2024-06-01,Greentech Renewables - Raleigh,NC,RyanW,Screws,$0.43,$1614.65
RT2-00-MINIBK,40,6254,2024-06-01,Greentech Renewables - Reno,NV,Genki,MINI,$4.86,$194.4
RT2-00-MINIBK2-FSET,153,6435,2024-06-01,Greentech Renewables - Riverside,CA,Genki,MINI,$4.51,$690.03
RT2-04-FBN25,78,6435,2024-06-01,Greentech Renewables - Riverside,CA,Genki,Bolts,$0.36,$28.08
RT2-04-SD5-60,11521,6435,2024-06-01,Greentech Renewables - Riverside,CA,Genki,Screws,$0.43,$4954.03
RT2-00-MINIBK2,1,6462,2024-06-01,Greentech Renewables - Rochester,NY,RyanW,MINI,$4.15,$4.15
RT2-04-SD5-60,32,6462,2024-06-01,Greentech Renewables - Rochester,NY,RyanW,Screws,$0.43,$13.76
RT2-00-MINIBK2-FSET,340,6552,2024-06-01,Greentech Renewables - Sacramento,CA,Genki,MINI,$4.51,$1533.4
RT2-04-C-MOUNT,280,6552,2024-06-01,Greentech Renewables - Sacramento,CA,Genki,C-MOUNT,$3.08,$862.4
RT2-04-FBN25,58,6552,2024-06-01,Greentech Renewables - Sacramento,CA,Genki,Bolts,$0.36,$20.88
RT2-04-MINBUTYL,70,6552,2024-06-01,Greentech Renewables - Sacramento,CA,Genki,Accessories,$1.18,$82.6
RT2-04-SD5-60,1600,6552,2024-06-01,Greentech Renewables - Sacramento,CA,Genki,Screws,$0.43,$688
RT2-00-MINIBK2-FSET,629,6640,2024-06-01,Greentech Renewables - St. Louis,MO,Guy,MINI,$4.51,$2836.79
RT2-04-BN30SL-US,101,6640,2024-06-01,Greentech Renewables - St. Louis,MO,Guy,Bolts,$0.36,$36.36
RT2-04-FBN25,558,6640,2024-06-01,Greentech Renewables - St. Louis,MO,Guy,Bolts,$0.36,$200.88
RT2-04-SD5-60,734,6640,2024-06-01,Greentech Renewables - St. Louis,MO,Guy,Screws,$0.43,$315.62
RT2-04-BN30SL-US,300,6692,2024-06-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$108
RT2-04-FBN25,69,6692,2024-06-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$24.84
RT2-00-MINIBK2,60,7133,2024-06-01,Greentech Renewables - San Diego,CA,Genki,MINI,$4.15,$249
RT2-00-MINIBK2-FSET,730,7133,2024-06-01,Greentech Renewables - San Diego,CA,Genki,MINI,$4.51,$3292.3
RT2-04-C-MOUNT,200,7133,2024-06-01,Greentech Renewables - San Diego,CA,Genki,C-MOUNT,$3.08,$616
RT2-04-FBN25,356,7133,2024-06-01,Greentech Renewables - San Diego,CA,Genki,Bolts,$0.36,$128.16
RT2-04-SD5-60,2907,7133,2024-06-01,Greentech Renewables - San Diego,CA,Genki,Screws,$0.43,$1250.01
RT2-00-MINIBK2,19,7492,2024-06-01,Greentech Renewables - San Jose,CA,Genki,MINI,$4.15,$78.85
RT2-00-MINIBK2-FSET,229,7492,2024-06-01,Greentech Renewables - San Jose,CA,Genki,MINI,$4.51,$1032.79
RT2-04-FBN25,168,7492,2024-06-01,Greentech Renewables - San Jose,CA,Genki,Bolts,$0.36,$60.48
RT2-00-MINIBK2,77,7605,2024-06-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.15,$319.55
RT2-00-MINIBK2-FSET,2860,7605,2024-06-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.51,$12898.6
RT2-04-FBN25,33,7605,2024-06-01,Greentech Renewables - San Luis Obispo,CA,Genki,Bolts,$0.36,$11.88
RT2-04-SD5-60,76,7605,2024-06-01,Greentech Renewables - San Luis Obispo,CA,Genki,Screws,$0.43,$32.68
RT2-00-MINIBK2,76,7953,2024-06-01,Greentech Renewables - Santa Rosa,CA,Genki,MINI,$4.15,$315.4
RT2-04-C-MOUNT,730,7953,2024-06-01,Greentech Renewables - Santa Rosa,CA,Genki,C-MOUNT,$3.08,$2248.4
RT2-04-FBN25,183,7953,2024-06-01,Greentech Renewables - Santa Rosa,CA,Genki,Bolts,$0.36,$65.88
RT2-04-SD5-60,155,7953,2024-06-01,Greentech Renewables - Santa Rosa,CA,Genki,Screws,$0.43,$66.65
RT2-00-MINIBK2-FSET,1801,8018,2024-06-01,Greentech Renewables - Tampa Bay,FL,RyanW,MINI,$4.51,$8122.51
RT2-04-SD5-60,4239,8018,2024-06-01,Greentech Renewables - Tampa Bay,FL,RyanW,Screws,$0.43,$1822.77
RT2-00-MINIBK2,1760,8064,2024-06-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.15,$7304
RT2-00-MINIBK2-FSET,980,8064,2024-06-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.51,$4419.8
RT2-04-FBN25,5605,8064,2024-06-01,Greentech Renewables - Seattle,WA,Genki,Bolts,$0.36,$2017.8
RT2-04-MINBUTYL,452,8064,2024-06-01,Greentech Renewables - Seattle,WA,Genki,Accessories,$1.18,$533.36
RT2-04-SD5-60,3657,8064,2024-06-01,Greentech Renewables - Seattle,WA,Genki,Screws,$0.43,$1572.51
RT2-00-MINIBK2-FSET,195,8187,2024-06-01,Greentech Renewables - Spokane,WA,Genki,MINI,$4.51,$879.45
RT2-04-FBN25,5,8187,2024-06-01,Greentech Renewables - Spokane,WA,Genki,Bolts,$0.36,$1.8
RT2-04-SD5-60,1520,8187,2024-06-01,Greentech Renewables - Spokane,WA,Genki,Screws,$0.43,$653.6
RT3-04-RFEBBK,15,8187,2024-06-01,Greentech Renewables - Spokane,WA,Genki,REB,$20.00,$300
RT2-00-MINIBK2-FSET,833,8618,2024-06-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,MINI,$4.51,$3756.83
RT2-04-SD5-60,1934,8618,2024-06-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,Screws,$0.43,$831.62
RT2-00-MINIBK2-FSET,1237,8756,2024-06-01,Greentech Renewables - Phoenix,AZ,Genki,MINI,$4.51,$5578.87
RT2-04-FBN25,2287,8756,2024-06-01,Greentech Renewables - Phoenix,AZ,Genki,Bolts,$0.36,$823.32
RT2-04-SD5-60,5218,8756,2024-06-01,Greentech Renewables - Phoenix,AZ,Genki,Screws,$0.43,$2243.74
RT2-00-MINIBK2,31,8797,2024-06-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.15,$128.65
RT2-00-MINIBK2-FSET,372,8797,2024-06-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.51,$1677.72
RT2-04-SD5-60,1407,8797,2024-06-01,Greentech Renewables - Stockton,CA,Genki,Screws,$0.43,$605.01
RT2-00-MINIBK2,20,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,MINI,$4.15,$83
RT2-04-C-MOUNT,17,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,C-MOUNT,$3.08,$52.36
RT2-04-FBN25,3277,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,Bolts,$0.36,$1179.72
RT2-04-SD5-60,359,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,Screws,$0.43,$154.37
RT3-00-AXBK,228,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$4.09,$932.52
RT3-01-UE-30,136,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$1256.64
RT3-01-UEFS30,44,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$406.56
RT3-01-UES30,19,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$290.89
RT3-02-UM-30,98,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$905.52
RT3-02-UMFS30,46,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$425.04
RT3-02-UMS30,6,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$91.86
RT3-03-SK80BL,144,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$17.00,$2448
RT3-04-BUTYL,27,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,Accessories,$1.18,$31.86
RT3-04-ENDCAP,95,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$2.66,$252.7
RT3-04-M4-16S,900,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.25,$225
RT3-04-SKSSL,171,8801,2024-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.87,$148.77
RT2-04-SD5-60,129,8808,2024-06-01,Greentech Renewables - Tucson,AZ,Genki,Screws,$0.43,$55.47
RT2-00-MINIBK2-FSET,2953,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,MINI,$4.51,$13318.03
RT2-04-SD5-60,10165,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,Screws,$0.43,$4370.95
RT3-00-AXBK,2024,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$4.09,$8278.16
RT3-01-UE-30,1104,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$10200.96
RT3-01-UEFS30,320,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$2956.8
RT3-01-UES30,227,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$3475.37
RT3-02-UM-30,1191,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$11004.84
RT3-02-UMFS30,505,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$4666.2
RT3-02-UMS30,465,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$7119.15
RT3-03-SK80BL,294,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$17.00,$4998
RT3-04-ENDCAP,3,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$2.66,$7.98
RT3-04-M4-16S,2883,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.25,$720.75
RT3-04-SKSSL,367,9106,2024-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.87,$319.29
RT2-00-MINIBK2-FSET,622,120,2024-07-01,Greentech Renewables - Albany,NY,RyanW,MINI,$4.51,$2805.22
RT2-04-FBN25,19,120,2024-07-01,Greentech Renewables - Albany,NY,RyanW,Bolts,$0.36,$6.84
RT2-04-SD5-60,3481,120,2024-07-01,Greentech Renewables - Albany,NY,RyanW,Screws,$0.43,$1496.83
RT2-00-MINIBK2-FSET,599,148,2024-07-01,Greentech Renewables - Albuquerque,NM,Genki,MINI,$4.51,$2701.49
RT2-04-FBN25,2000,148,2024-07-01,Greentech Renewables - Albuquerque,NM,Genki,Bolts,$0.36,$720
RT2-04-SD5-60,2700,148,2024-07-01,Greentech Renewables - Albuquerque,NM,Genki,Screws,$0.43,$1161
RT2-00-MINIBK2,117,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.15,$485.55
RT2-00-MINIBK2-FSET,2498,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.51,$11265.98
RT2-04-C-MOUNT,1895,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,C-MOUNT,$3.08,$5836.6
RT2-04-FBN25,74,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,Bolts,$0.36,$26.64
RT2-04-SD5-60,19767,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.43,$8499.81
RT2-04-SD5-90,3,224,2024-07-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.75,$2.25
RT2-00-MINIBK2-FSET,1535,236,2024-07-01,Greentech Renewables - Austin,TX,Genki,MINI,$4.51,$6922.85
RT2-04-FBN25,400,236,2024-07-01,Greentech Renewables - Austin,TX,Genki,Bolts,$0.36,$144
RT2-04-SD5-60,6844,236,2024-07-01,Greentech Renewables - Austin,TX,Genki,Screws,$0.43,$2942.92
RT2-00-MINIBK2-FSET,80,237,2024-07-01,Greentech Renewables - Dallas,TX,Genki,MINI,$4.51,$360.8
RT2-04-MINBUTYL,4,237,2024-07-01,Greentech Renewables - Dallas,TX,Genki,Accessories,$1.18,$4.72
RT2-04-SD5-60,3381,237,2024-07-01,Greentech Renewables - Dallas,TX,Genki,Screws,$0.43,$1453.83
RT2-00-MINIBK2,7,239,2024-07-01,Greentech Renewables - San Antonio,TX,Genki,MINI,$4.15,$29.05
RT2-00-MINIBK2-FSET,20,239,2024-07-01,Greentech Renewables - San Antonio,TX,Genki,MINI,$4.51,$90.2
RT2-04-FBN25,212,239,2024-07-01,Greentech Renewables - San Antonio,TX,Genki,Bolts,$0.36,$76.32
RT2-04-SD5-60,56,239,2024-07-01,Greentech Renewables - San Antonio,TX,Genki,Screws,$0.43,$24.08
RT3-02-UM-BK,6,239,2024-07-01,Greentech Renewables - San Antonio,TX,Genki,APEX,$9.24,$55.44
RT2-04-FBN25,195,756,2024-07-01,Greentech Renewables - Boise,ID,Genki,Bolts,$0.36,$70.2
RT2-04-C-MOUNT,80,821,2024-07-01,Greentech Renewables - Bozeman,MT,Genki,C-MOUNT,$3.08,$246.4
RT2-00-MINIBK2-FSET,240,960,2024-07-01,Greentech Renewables - Detroit,MI,Guy,MINI,$4.51,$1082.4
RT2-04-C-MOUNT,102,960,2024-07-01,Greentech Renewables - Detroit,MI,Guy,C-MOUNT,$3.08,$314.16
RT2-04-SD5-60,554,960,2024-07-01,Greentech Renewables - Detroit,MI,Guy,Screws,$0.43,$238.22
RT3-00-AXBK,195,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$4.09,$797.55
RT3-01-UEFS30,80,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$9.24,$739.2
RT3-01-UES30,60,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$918.6
RT3-02-UMFS30,160,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$9.24,$1478.4
RT3-02-UMS30,29,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$443.99
RT3-03-SK80BL,21,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$17.00,$357
RT3-04-ENDCAP,102,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$2.66,$271.32
RT3-04-M4-16S,8740,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$0.25,$2185
RT3-04-RFEBBK,97,987,2024-07-01,Greentech Renewables - Cedar Rapids,IA,Guy,REB,$20.00,$1940
RT2-00-MINIBK2-FSET,914,1024,2024-07-01,Greentech Renewables - Los Angeles,CA,Genki,MINI,$4.51,$4122.14
RT2-04-FBN25,68,1024,2024-07-01,Greentech Renewables - Los Angeles,CA,Genki,Bolts,$0.36,$24.48
RT2-04-SD5-60,3968,1024,2024-07-01,Greentech Renewables - Los Angeles,CA,Genki,Screws,$0.43,$1706.24
RT2-00-MINIBK2,47,1045,2024-07-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.15,$195.05
RT2-00-MINIBK2-FSET,414,1045,2024-07-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.51,$1867.14
RT2-04-FBN25,600,1045,2024-07-01,Greentech Renewables - Chicago,IN,Guy,Bolts,$0.36,$216
RT2-04-SD5-60,3900,1045,2024-07-01,Greentech Renewables - Chicago,IN,Guy,Screws,$0.43,$1677
RT2-04-FBN25,1988,1127,2024-07-01,Greentech Renewables - Colorado Springs,CO,Genki,Bolts,$0.36,$715.68
RT2-04-SD5-60,990,1127,2024-07-01,Greentech Renewables - Colorado Springs,CO,Genki,Screws,$0.43,$425.7
RT2-00-MINIBK2,14,1132,2024-07-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.15,$58.1
RT2-00-MINIBK2-FSET,833,1132,2024-07-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.51,$3756.83
RT2-04-FBN25,1060,1132,2024-07-01,Greentech Renewables - West Columbia,SC,RyanW,Bolts,$0.36,$381.6
RT2-04-SD5-60,2527,1132,2024-07-01,Greentech Renewables - West Columbia,SC,RyanW,Screws,$0.43,$1086.61
RT2-00-MINIBK2-FSET,85,1154,2024-07-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.51,$383.35
RT2-04-SD5-60,1100,1154,2024-07-01,Greentech Renewables - Columbus,OH,Guy,Screws,$0.43,$473
