Item,On Hand Qty,PC #,Date,State,Category,Price_ea,On Hand Value,Distributor,Branch Name,Rep
RT3-04-ENDCAP,102,987,2024-05-01,IA,APEX,2.66,271.32,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT3-04-M4-16S,8740,987,2024-05-01,IA,APEX,0.25,2185,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT3-04-RFEBBK,125,987,2024-05-01,IA,REB,20,2500,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT2-00-MINIBK2-FSET,636,1024,2024-05-01,CA,MINI,4.51,2868.36,Greentech,GreentechGreentech Renewables - Los Angeles,Genki
RT2-04-FBN25,90,1024,2024-05-01,CA,Bolts,0.36,32.4,Greentech,GreentechGreentech Renewables - Los Angeles,Genki
RT2-04-SD5-60,5366,1024,2024-05-01,CA,Screws,0.43,2307.38,Greentech,GreentechGreentech Renewables - Los Angeles,Genki
RT2-00-MINIBK2,47,1045,2024-05-01,IN,MINI,4.15,195.05,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-00-MINIBK2-FSET,506,1045,2024-05-01,IN,MINI,4.51,2282.06,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-04-FBN25,800,1045,2024-05-01,IN,Bolts,0.36,288,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-04-SD5-60,6200,1045,2024-05-01,IN,Screws,0.43,2666,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-00-MINIBK2,7,1127,2024-05-01,CO,MINI,4.15,29.05,Greentech,GreentechGreentech Renewables - Colorado Springs,Genki
RT2-04-FBN25,2529,1127,2024-05-01,CO,Bolts,0.36,910.44,Greentech,GreentechGreentech Renewables - Colorado Springs,Genki
RT2-04-SD5-60,371,1127,2024-05-01,CO,Screws,0.43,159.53,Greentech,GreentechGreentech Renewables - Colorado Springs,Genki
RT2-00-MINIBK2,14,1132,2024-05-01,SC,MINI,4.15,58.1,Greentech,GreentechGreentech Renewables - West Columbia,RyanW
RT2-00-MINIBK2-FSET,1352,1132,2024-05-01,SC,MINI,4.51,6097.52,Greentech,GreentechGreentech Renewables - West Columbia,RyanW
RT2-04-FBN25,619,1132,2024-05-01,SC,Bolts,0.36,222.84,Greentech,GreentechGreentech Renewables - West Columbia,RyanW
RT2-04-SD5-60,2763,1132,2024-05-01,SC,Screws,0.43,1188.09,Greentech,GreentechGreentech Renewables - West Columbia,RyanW
RT2-00-MINIBK2,18,1154,2024-05-01,OH,MINI,4.15,74.7,Greentech,GreentechGreentech Renewables - Columbus,Guy
RT2-00-MINIBK2-FSET,623,1154,2024-05-01,OH,MINI,4.51,2809.73,Greentech,GreentechGreentech Renewables - Columbus,Guy
RT2-04-SD5-60,3708,1154,2024-05-01,OH,Screws,0.43,1594.44,Greentech,GreentechGreentech Renewables - Columbus,Guy
RT2-00-MINIBK2,28,1670,2024-05-01,CT,MINI,4.15,116.2,Greentech,GreentechGreentech Renewables - Danbury,RyanW
RT2-00-MINIBK2-FSET,3213,1670,2024-05-01,CT,MINI,4.51,14490.63,Greentech,GreentechGreentech Renewables - Danbury,RyanW
RT2-04-SD5-60,10021,1670,2024-05-01,CT,Screws,0.43,4309.03,Greentech,GreentechGreentech Renewables - Danbury,RyanW
RT2-00-MINIBK2-FSET,82,1875,2024-05-01,CO,MINI,4.51,369.82,Greentech,GreentechGreentech Renewables - Denver,Genki
RT2-04-FBN25,1052,1875,2024-05-01,CO,Bolts,0.36,378.72,Greentech,GreentechGreentech Renewables - Denver,Genki
RT2-04-SD5-60,459,1875,2024-05-01,CO,Screws,0.43,197.37,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-00-AXBK,171,1875,2024-05-01,CO,APEX,4.09,699.39,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-01-UE-30,77,1875,2024-05-01,CO,APEX,9.24,711.48,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-01-UEFS30,52,1875,2024-05-01,CO,APEX,9.24,480.48,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-01-UES30,10,1875,2024-05-01,CO,APEX,15.31,153.1,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-02-UM-30,83,1875,2024-05-01,CO,APEX,9.24,766.92,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-02-UMFS30,47,1875,2024-05-01,CO,APEX,9.24,434.28,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-02-UMS30,7,1875,2024-05-01,CO,APEX,15.31,107.17,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-03-SK80BL,21,1875,2024-05-01,CO,APEX,17,357,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-04-ENDCAP,5,1875,2024-05-01,CO,APEX,2.66,13.3,Greentech,GreentechGreentech Renewables - Denver,Genki
RT3-04-SKSSL-20,13,1875,2024-05-01,CO,APEX,0.87,11.31,Greentech,GreentechGreentech Renewables - Denver,Genki
RT2-00-MINIBK2-FSET,709,1987,2024-05-01,TX,MINI,4.51,3197.59,Greentech,GreentechGreentech Renewables - El Paso,Genki
RT2-04-SD5-60,4200,1987,2024-05-01,TX,Screws,0.43,1806,Greentech,GreentechGreentech Renewables - El Paso,Genki
RT2-04-SD5-60,500,2459,2024-05-01,CO,Screws,0.43,215,Greentech,GreentechGreentech Renewables - Fort Collins,Genki
RT2-00-MINIBK2,379,2576,2024-05-01,CA,MINI,4.15,1572.85,Greentech,GreentechGreentech Renewables - Fresno,Genki
RT2-04-SD5-60,12,2576,2024-05-01,CA,Screws,0.43,5.16,Greentech,GreentechGreentech Renewables - Fresno,Genki
RT2-04-FBN25,105,2685,2024-05-01,CO,Bolts,0.36,37.8,Greentech,GreentechGreentech Renewables - Grand Junction,Genki
RT2-04-SD5-60,570,2685,2024-05-01,CO,Screws,0.43,245.1,Greentech,GreentechGreentech Renewables - Grand Junction,Genki
RT2-00-MINIBK2,69,3273,2024-05-01,TX,MINI,4.15,286.35,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-00-MINIBK2-FSET,2183,3273,2024-05-01,TX,MINI,4.51,9845.33,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-04-FBN25,519,3273,2024-05-01,TX,Bolts,0.36,186.84,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-04-SD5-60,4325,3273,2024-05-01,TX,Screws,0.43,1859.75,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-00-MINIBK2,6,3293,2024-05-01,IN,MINI,4.15,24.9,Greentech,GreentechGreentech Renewables - Indianapolis,Guy
RT2-04-FBN25,700,3293,2024-05-01,IN,Bolts,0.36,252,Greentech,GreentechGreentech Renewables - Indianapolis,Guy
RT2-04-SD5-60,600,3293,2024-05-01,IN,Screws,0.43,258,Greentech,GreentechGreentech Renewables - Indianapolis,Guy
RT2-00-MINIBK2-FSET,80,3395,2024-05-01,FL,MINI,4.51,360.8,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT2-04-FBN25,800,3395,2024-05-01,FL,Bolts,0.36,288,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT2-04-SD5-60,670,3395,2024-05-01,FL,Screws,0.43,288.1,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT3-04-RFEBBK,33,3584,2024-05-01,KS,REB,20,660,Greentech,GreentechGreentech Renewables - Kansas City,Guy
RT2-00-MINIBK2-FSET,60,4029,2024-05-01,NM,MINI,4.51,270.6,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-04-FBN25,236,4029,2024-05-01,NM,Bolts,0.36,84.96,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-04-SD5-60,700,4029,2024-05-01,NM,Screws,0.43,301,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-00-MINIBK2,10,4090,2024-05-01,NV,MINI,4.15,41.5,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-00-MINIBK2-FSET,760,4090,2024-05-01,NV,MINI,4.51,3427.6,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-04-C-MOUNT,500,4090,2024-05-01,NV,C-MOUNT,3.08,1540,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-04-SD5-60,756,4090,2024-05-01,NV,Screws,0.43,325.08,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-00-MINIBK2,10,4187,2024-05-01,AR,MINI,4.15,41.5,Greentech,GreentechGreentech Renewables - LIttle Rock,Guy
RT2-04-SD5-60,400,4187,2024-05-01,AR,Screws,0.43,172,Greentech,GreentechGreentech Renewables - LIttle Rock,Guy
RT2-00-MINIBK2,60,4250,2024-05-01,NY,MINI,4.15,249,Greentech,GreentechGreentech Renewables - Long Island,RyanW
RT2-04-FBN25,100,4250,2024-05-01,NY,Bolts,0.36,36,Greentech,GreentechGreentech Renewables - Long Island,RyanW
RT2-04-SD5-60,80,4250,2024-05-01,NY,Screws,0.43,34.4,Greentech,GreentechGreentech Renewables - Long Island,RyanW
RT2-00-MINIBK2-FSET,365,4391,2024-05-01,TX,MINI,4.51,1646.15,Greentech,GreentechGreentech Renewables - Lubbock,Genki
RT2-04-C-MOUNT,136,4391,2024-05-01,TX,C-MOUNT,3.08,418.88,Greentech,GreentechGreentech Renewables - Lubbock,Genki
RT2-00-MINIBK2,228,4407,2024-05-01,WI,MINI,4.15,946.2,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-04-C-MOUNT,37,4407,2024-05-01,WI,C-MOUNT,3.08,113.96,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-04-FBN25,502,4407,2024-05-01,WI,Bolts,0.36,180.72,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-04-SD5-60,840,4407,2024-05-01,WI,Screws,0.43,361.2,Greentech,GreentechGreentech Renewables - Madison,Guy
RT3-04-RFEBBK,16,4407,2024-05-01,WI,REB,20,320,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-00-MINIBK2-FSET,4494,4422,2024-05-01,ME,MINI,4.51,20267.94,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-C-MOUNT,91,4422,2024-05-01,ME,C-MOUNT,3.08,280.28,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-FBN25,147,4422,2024-05-01,ME,Bolts,0.36,52.92,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-MINBUTYL,116,4422,2024-05-01,ME,Accessories,1.18,136.88,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-SD5-60,8256,4422,2024-05-01,ME,Screws,0.43,3550.08,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-00-MINIBK2,388,4431,2024-05-01,MA,MINI,4.15,1610.2,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-FBN25,274,4431,2024-05-01,MA,Bolts,0.36,98.64,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-SD5-60,772,4431,2024-05-01,MA,Screws,0.43,331.96,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-SD5-90,1693,4431,2024-05-01,MA,Screws,0.75,1269.75,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-FBN25,284,4450,2024-05-01,OR,Bolts,0.36,102.24,Greentech,GreentechGreentech Renewables - Medford,Genki
RT2-00-MINIBK2-FSET,367,4560,2024-05-01,FL,MINI,4.51,1655.17,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-04-FBN25,136,4560,2024-05-01,FL,Bolts,0.36,48.96,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-04-SD5-60,3417,4560,2024-05-01,FL,Screws,0.43,1469.31,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT3-04-BUTYL,28,4560,2024-05-01,FL,Accessories,1.18,33.04,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-00-MINIBK2,20,4664,2024-05-01,MN,MINI,4.15,83,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-00-MINIBK2-FSET,582,4664,2024-05-01,MN,MINI,4.51,2624.82,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-04-FBN25,132,4664,2024-05-01,MN,Bolts,0.36,47.52,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-04-MINBUTYL,290,4664,2024-05-01,MN,Accessories,1.18,342.2,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-04-SD5-60,9950,4664,2024-05-01,MN,Screws,0.43,4278.5,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-01-UES30,221,4664,2024-05-01,MN,APEX,15.31,3383.51,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-02-UMFS30,239,4664,2024-05-01,MN,APEX,9.24,2208.36,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-04-M4-16S,78,4664,2024-05-01,MN,APEX,0.25,19.5,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-04-RFEBBK,17,4664,2024-05-01,MN,REB,20,340,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-00-MINIBK2-FSET,1629,4950,2024-05-01,IL,MINI,4.51,7346.79,Greentech,GreentechGreentech Renewables - North Chicago,Guy
RT2-04-SD5-60,878,4950,2024-05-01,IL,Screws,0.43,377.54,Greentech,GreentechGreentech Renewables - North Chicago,Guy
RT2-00-MINIBK2-FSET,120,4984,2024-05-01,CT,MINI,4.51,541.2,Greentech,GreentechGreentech Renewables - Wallingford,RyanW
RT2-04-SD5-60,395,4984,2024-05-01,CT,Screws,0.43,169.85,Greentech,GreentechGreentech Renewables - Wallingford,RyanW
RT2-00-MINIBK2-FSET,586,4991,2024-05-01,NH,MINI,4.51,2642.86,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-04-C-MOUNT,135,4991,2024-05-01,NH,C-MOUNT,3.08,415.8,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-04-SD5-60,2820,4991,2024-05-01,NH,Screws,0.43,1212.6,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-00-MINIBK2-FSET,2635,5621,2024-05-01,FL,MINI,4.51,11883.85,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-04-FBN25,1906,5621,2024-05-01,FL,Bolts,0.36,686.16,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-04-SD5-60,11593,5621,2024-05-01,FL,Screws,0.43,4984.99,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-00-MINIBK2-FSET,8,5885,2024-05-01,IL,MINI,4.51,36.08,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-04-SD5-60,56,5885,2024-05-01,IL,Screws,0.43,24.08,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-00-MINIBK2-FSET,635,5887,2024-05-01,NJ,MINI,4.51,2863.85,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-C-MOUNT,304,5887,2024-05-01,NJ,C-MOUNT,3.08,936.32,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-FBN25,31,5887,2024-05-01,NJ,Bolts,0.36,11.16,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-SD5-60,84,5887,2024-05-01,NJ,Screws,0.43,36.12,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-00-AXBK,4516,5887,2024-05-01,NJ,APEX,4.09,18470.44,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UE-30,3312,5887,2024-05-01,NJ,APEX,9.24,30602.88,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UEFS30,697,5887,2024-05-01,NJ,APEX,9.24,6440.28,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UES30,616,5887,2024-05-01,NJ,APEX,15.31,9430.96,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UM-30,1161,5887,2024-05-01,NJ,APEX,9.24,10727.64,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UMFS30,772,5887,2024-05-01,NJ,APEX,9.24,7133.28,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UMS30,310,5887,2024-05-01,NJ,APEX,15.31,4746.1,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-03-SK80BL,430,5887,2024-05-01,NJ,APEX,17,7310,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-M4-16S,168,5887,2024-05-01,NJ,APEX,0.25,42,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-M8BIT,110,5887,2024-05-01,NJ,Tools,6.02,662.2,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-SKCAP,64,5887,2024-05-01,NJ,APEX,2.66,170.24,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-SKSSL-20,205,5887,2024-05-01,NJ,APEX,0.87,178.35,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-00-MINIBK2,28,5888,2024-05-01,FL,MINI,4.15,116.2,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-04-FBN25,20,5888,2024-05-01,FL,Bolts,0.36,7.2,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-04-SD5-60,120,5888,2024-05-01,FL,Screws,0.43,51.6,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-00-MINIBK2-FSET,145,5944,2024-05-01,PA,MINI,4.51,653.95,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-C-MOUNT,40,5944,2024-05-01,PA,C-MOUNT,3.08,123.2,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-FBN25,1012,5944,2024-05-01,PA,Bolts,0.36,364.32,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-SD5-60,4561,5944,2024-05-01,PA,Screws,0.43,1961.23,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-00-MINIBK2,324,5951,2024-05-01,ID,MINI,4.15,1344.6,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-04-BN30SL-US,340,5951,2024-05-01,ID,Bolts,0.36,122.4,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-04-FBN25,500,5951,2024-05-01,ID,Bolts,0.36,180,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-00-MINIBK2-FSET,340,5971,2024-05-01,OR,MINI,4.51,1533.4,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-04-MINBUTYL,10,5971,2024-05-01,OR,Accessories,1.18,11.8,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-04-SD5-60,1160,5971,2024-05-01,OR,Screws,0.43,498.8,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-00-MINIBK2-FSET,4,6026,2024-05-01,CO,MINI,4.51,18.04,Greentech,GreentechGreentech Renewables - Pueblo,Genki
RT2-04-SD5-60,319,6026,2024-05-01,CO,Screws,0.43,137.17,Greentech,GreentechGreentech Renewables - Pueblo,Genki
RT2-00-MINIBK2-FSET,160,6058,2024-05-01,NC,MINI,4.51,721.6,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-04-FBN25,253,6058,2024-05-01,NC,Bolts,0.36,91.08,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-04-MINBUTYL,100,6058,2024-05-01,NC,Accessories,1.18,118,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-04-SD5-60,4091,6058,2024-05-01,NC,Screws,0.43,1759.13,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-00-MINIBK,40,6254,2024-05-01,NV,MINI,4.86,194.4,Greentech,GreentechGreentech Renewables - Reno,Genki
RT2-04-BN30SL-US,83,6254,2024-05-01,NV,Bolts,0.36,29.88,Greentech,GreentechGreentech Renewables - Reno,Genki
RT2-00-MINIBK2-FSET,385,6435,2024-05-01,CA,MINI,4.51,1736.35,Greentech,GreentechGreentech Renewables - Riverside,Genki
RT2-04-FBN25,78,6435,2024-05-01,CA,Bolts,0.36,28.08,Greentech,GreentechGreentech Renewables - Riverside,Genki
RT2-04-SD5-60,1140,6435,2024-05-01,CA,Screws,0.43,490.2,Greentech,GreentechGreentech Renewables - Riverside,Genki
RT2-00-MINIBK2,1,6462,2024-05-01,NY,MINI,4.15,4.15,Greentech,GreentechGreentech Renewables - Rochester,RyanW
RT2-04-BN30SL-US,40,6462,2024-05-01,NY,Bolts,0.36,14.4,Greentech,GreentechGreentech Renewables - Rochester,RyanW
RT2-04-SD5-60,32,6462,2024-05-01,NY,Screws,0.43,13.76,Greentech,GreentechGreentech Renewables - Rochester,RyanW
RT2-00-MINIBK2-FSET,480,6552,2024-05-01,CA,MINI,4.51,2164.8,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-C-MOUNT,580,6552,2024-05-01,CA,C-MOUNT,3.08,1786.4,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-FBN25,58,6552,2024-05-01,CA,Bolts,0.36,20.88,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-MINBUTYL,70,6552,2024-05-01,CA,Accessories,1.18,82.6,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-SD5-60,1200,6552,2024-05-01,CA,Screws,0.43,516,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-00-MINIBK2-FSET,679,6640,2024-05-01,MO,MINI,4.51,3062.29,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-BN30SL-US,101,6640,2024-05-01,MO,Bolts,0.36,36.36,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-FBN25,558,6640,2024-05-01,MO,Bolts,0.36,200.88,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-SD5-60,734,6640,2024-05-01,MO,Screws,0.43,315.62,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-BN30SL-US,300,6692,2024-05-01,UT,Bolts,0.36,108,Greentech,GreentechGreentech Renewables - Salt Lake,Genki
RT2-04-FBN25,69,6692,2024-05-01,UT,Bolts,0.36,24.84,Greentech,GreentechGreentech Renewables - Salt Lake,Genki
RT2-00-MINIBK2,60,7133,2024-05-01,CA,MINI,4.15,249,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-00-MINIBK2-FSET,860,7133,2024-05-01,CA,MINI,4.51,3878.6,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-C-MOUNT,400,7133,2024-05-01,CA,C-MOUNT,3.08,1232,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-FBN25,356,7133,2024-05-01,CA,Bolts,0.36,128.16,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-SD5-60,2907,7133,2024-05-01,CA,Screws,0.43,1250.01,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-00-MINIBK2,19,7492,2024-05-01,CA,MINI,4.15,78.85,Greentech,GreentechGreentech Renewables - San Jose,Genki
RT2-00-MINIBK2-FSET,238,7492,2024-05-01,CA,MINI,4.51,1073.38,Greentech,GreentechGreentech Renewables - San Jose,Genki
RT2-04-FBN25,168,7492,2024-05-01,CA,Bolts,0.36,60.48,Greentech,GreentechGreentech Renewables - San Jose,Genki
RT2-00-MINIBK2,77,7605,2024-05-01,CA,MINI,4.15,319.55,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-00-MINIBK2-FSET,3340,7605,2024-05-01,CA,MINI,4.51,15063.4,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-04-FBN25,33,7605,2024-05-01,CA,Bolts,0.36,11.88,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-04-SD5-60,76,7605,2024-05-01,CA,Screws,0.43,32.68,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-00-MINIBK2,76,7953,2024-05-01,CA,MINI,4.15,315.4,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-C-MOUNT,830,7953,2024-05-01,CA,C-MOUNT,3.08,2556.4,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-FBN25,183,7953,2024-05-01,CA,Bolts,0.36,65.88,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-SD5-60,155,7953,2024-05-01,CA,Screws,0.43,66.65,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-00-MINIBK2-FSET,4801,8018,2024-05-01,FL,MINI,4.51,21652.51,Greentech,GreentechGreentech Renewables - Tampa Bay,RyanW
RT2-04-SD5-60,9095,8018,2024-05-01,FL,Screws,0.43,3910.85,Greentech,GreentechGreentech Renewables - Tampa Bay,RyanW
RT2-00-MINIBK2,386,8064,2024-05-01,WA,MINI,4.15,1601.9,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-00-MINIBK2-FSET,960,8064,2024-05-01,WA,MINI,4.51,4329.6,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-FBN25,7250,8064,2024-05-01,WA,Bolts,0.36,2610,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-MINBUTYL,272,8064,2024-05-01,WA,Accessories,1.18,320.96,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-SD5-60,903,8064,2024-05-01,WA,Screws,0.43,388.29,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-00-MINIBK2,40,8187,2024-05-01,WA,MINI,4.15,166,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-04-FBN25,85,8187,2024-05-01,WA,Bolts,0.36,30.6,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-04-SD5-60,1080,8187,2024-05-01,WA,Screws,0.43,464.4,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT3-04-RFEBBK,1,8187,2024-05-01,WA,REB,20,20,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-00-MINIBK2-FSET,198,8618,2024-05-01,FL,MINI,4.51,892.98,Greentech,GreentechGreentech Renewables - Commerical Solutions -  Florida,RyanW
RT2-04-SD5-60,1574,8618,2024-05-01,FL,Screws,0.43,676.82,Greentech,GreentechGreentech Renewables - Commerical Solutions -  Florida,RyanW
RT2-00-MINIBK2-FSET,1577,8756,2024-05-01,AZ,MINI,4.51,7112.27,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-04-FBN25,2679,8756,2024-05-01,AZ,Bolts,0.36,964.44,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-04-SD5-60,7082,8756,2024-05-01,AZ,Screws,0.43,3045.26,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-00-MINIBK2,31,8797,2024-05-01,CA,MINI,4.15,128.65,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-00-MINIBK2-FSET,420,8797,2024-05-01,CA,MINI,4.51,1894.2,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-04-SD5-60,1507,8797,2024-05-01,CA,Screws,0.43,648.01,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-04-C-MOUNT,29,8801,2024-05-01,WA,C-MOUNT,3.08,89.32,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT2-04-FBN25,3277,8801,2024-05-01,WA,Bolts,0.36,1179.72,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT2-04-SD5-60,559,8801,2024-05-01,WA,Screws,0.43,240.37,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-00-AXBK,260,8801,2024-05-01,WA,APEX,4.09,1063.4,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
