Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,Total
Skymark Solar,FL,1274,5621,1,Justin,,,,,,,,,
All Energy,WI,1276,4407,1,Guy,,,,,,,,,
Brightway Energy Llc,NH,1277,224,1,Chris,,,,,,,,,
Cinnamon Solar,CA,1278,7492,1,Rob,,,,,,,,,
Icon Energy,FL,1279,237,1,Justin,,,,,,,,,
"Levion Construction, Llc",CA,1280,6435,1,Rob,,,,,,,,,
Sunnova Energy Corporation,PA,1282,236,1,Chris,,,,,,,,,
Adt Solar Llc,FL,1283,5888,1,Justin,,,,,,,,,
"Mitchell Solar Solutions, Llc",FL,1285,8018,1,Justin,,,,,,,,,
Smart Solar Of Southern California,CA,1286,7133,1,Rob,,,,,,,,,
Xero Solar,CA,1288,7133,1,Rob,,,,,,,,,
Energy 1 Llc,MT,1289,821,1,Rob,,,,,,,,,
Hd Roofing Llc,FL,1290,8018,1,Justin,,,,,,,,,
Raycycle Llc,PA,1291,5944,1,Chris,,,,,,,,,
Team Sunshine,NH,1292,224,1,Chris,,,,,,,,,
Texas Best Solar Llc,TX,1293,237,1,Ken,,,,,,,,,
Big Solar Energy Llc,NJ,1294,5887,1,Chris,,,,,,,,,
Cod - Sunshine Solar Gang,FL,1295,8018,1,Justin,,,,,,,,,
Helios Installations Llc,TX,1296,1987,1,Ken,,,,,,,,,
Ready Nation Dba Castor Solar,FL,1297,8018,1,Justin,,,,,,,,,
Silverline Home Remodeling Inc,CA,1298,1024,1,Rob,,,,,,,,,
Roof Fix,TX,1299,239,1,Ken,,,,,,,,,
365 Solar Energy,PA,1300,5944,1,Chris,,,,,,,,,
Sunnova-Sky Power Az,AZ,1301,8756,1,Ken,,,,,,,,,
Castor Solar,OH,1302,8018,1,Guy,,,,,,,,,
Complete Solar,FL,1303,5621,1,Justin,,,,,,,,,
Lumio Hx Inc.,AZ,1304,8756,1,Ken,,,,,,,,,
Nexus Solar,NC,1305,6058,1,Chris,,,,,,,,,
Northstone Solar Llc,MT,1306,821,1,Rob,,,,,,,,,
Rdx Power Llc,AZ,1307,8756,1,Ken,,,,,,,,,
Straightline Solar Group,NV,1308,4090,1,Rob,,,,,,,,,
Summit Energy Group,NH,1309,224,1,Chris,,,,,,,,,
Sunnova Energy Corp - Greenspire,CA,1310,6435,1,Rob,,,,,,,,,
Sunnova Energy Corporation,VA,1311,236,1,Chris,,,,,,,,,
Bryton Power Llc,CA,1312,311,1,Rob,,,,,,,,,
Cod - Avvio Solar,TX,1313,4391,1,Ken,,,,,,,,,
Helios Solar Energy Llc,NH,1314,224,1,Chris,,,,,,,,,
Invaleon Technologies Corp,NH,1315,224,1,Chris,,,,,,,,,
Saguaro Solar,AZ,1317,8756,1,Ken,,,,,,,,,
Sunnova,FL,1318,5621,1,Justin,,,,,,,,,
Adt Solar Llc,OK,1319,5364,1,Ken,,,,,,,,,
Cod - Achieve Solar,FL,1320,8018,1,Justin,,,,,,,,,
Dba Custom Pro Roofing And Solar,OK,1321,237,1,Ken,,,,,,,,,
Flo Energy,FL,1322,8018,1,Justin,,,,,,,,,
Iowa Solar And Roofing,IA,1323,987,1,Guy,,,,,,,,,
New England Clean Energy,NH,1324,224,1,Chris,,,,,,,,,
Sun Up Solar,MA,1325,224,1,Chris,,,,,,,,,
Equisolar Inc--Cod,TX,1326,239,1,Ken,,,,,,,,,
Sunrgy Solar Dist,TX,1327,3273,1,Ken,,,,,,,,,
Circuit Electric Solar,KY,1328,1154,1,Guy,,,,,,,,,
Cod Grace Fusion Power,NV,1329,4090,1,Rob,,,,,,,,,
Cod-Mountainstar Solar,TX,1330,1987,1,Ken,,,,,,,,,
Dba Custom Pro Roofing And Solar,TX,1331,237,1,Ken,,,,,,,,,
Evergreen,OK,1332,5364,1,Ken,,,,,,,,,
"Kaitanna Solar, Llc",NJ,1333,5887,1,Chris,,,,,,,,,
Rack Electric,FL,1334,4560,1,Justin,,,,,,,84.96,,
Sustainable Lighting Solutions Llc,NC,1335,1132,1,Chris,,,,,,,,,
Cod-Certified Energy Consulting Llc,TX,1336,1987,1,Ken,,,,,,,,,
Erus Builders Llc Dba Erus Energy,AZ,1337,8808,1,Ken,,,,,,,,,
Solgen Power Llc,AZ,1338,5971,1,Ken,,,,,,,,,
Lifetime Quality Solar And Roofing,OH,1339,1154,1,Guy,,,,,,,,,
"Texas Solar Integrated, Llc",TX,1340,1987,1,Ken,,,,,,,,,
True Texas Solar,TX,1341,3273,1,Ken,,,,,,,,,
Univercity  Solar  Llc,CA,1342,6435,1,Rob,,,,,,,,,
Verogy,CT,1343,4984,1,Chris,,,,,,,,,
Solar Sme,SC,1344,1132,1,Justin,,,,,,,,,
Sunpower Corporation,CA,1345,6552,1,Rob,,,,,,,,,
All Energy,MA,1346,4664,1,Chris,,,,,,,,,
Ameco Solar Llc,CA,1347,1024,1,Rob,,,,,,,,,
Involt Solar,FL,1348,8018,1,Justin,,,,,,,,,
Coronado Custom Homes,FL,1350,8018,1,Justin,,,,,,,,,
First Light Solar,MT,1351,821,1,Rob,,,,,,,,,
Lamontagne Electric,NH,1352,224,1,Chris,,,,,,,,,
Montante Solar,NY,1353,6462,1,Chris,,,,,,,,,
Blue Light Energy Lllc,MA,1354,224,1,Chris,,,,,,,,,
Horizon Pwr,OR,1355,704,1,Rob,,,,,,,,,
Intrusion Protection,NV,1356,4090,1,Rob,,,,,,,,,
Affordable Solar Roof & Air Llc,FL,1357,8618,1,Justin,,,,,,,,,
Cod Sales,NM,1358,148,1,Ken,,,,,,,,,
Powur Pbc,MD,1360,9106,1,Chris,,,,,,,,,
Evengreen Technologies,ID,1361,756,1,Rob,,,,,,,,,
Solar Saves Florida,FL,1362,8618,1,Justin,,,,,,,,,
Solarq,MO,1363,3584,1,Guy,,,,,,,,,
Srsolarnh,NH,1364,224,1,Chris,,,,,,,,,
About Time Solar,KS,1365,3584,1,Ken,,,,,,,,,
"Arp Services, Llc",TX,1366,1987,1,Ken,,,,,,,,,
Cod Slo Craft Builders,CA,1367,7605,1,Rob,,,,,,,,,
Sc Solar Project,SC,1368,1132,1,Justin,,,,,,,,,
"Solar Maintenance Pros, Inc.",CA,1369,311,1,Rob,,,,,,,,,
5 Star Solar,TX,1370,239,1,Ken,,,,,,,,,
Burtek Energy Llc,CA,1371,7133,1,Rob,,,,,,,,,
"Nexus Energy Systems, Llc",VA,1372,6408,1,Chris,,,,,,,,,
Purelight Power Llc,MT,1373,821,1,Rob,,,,,,,,,
Royal Contracting Solutions,KS,1374,3584,1,Ken,,,,,,,,,
Sst Construction,CA,1375,6435,1,Rob,,,,,,,,,
Sunbright Solar Llc,AZ,1376,8808,1,Ken,,,,,,,,,
Black 33 Dba Solq,WI,1378,4950,1,Guy,,,,,,,,,
Helio Solar,CT,1379,4984,1,Chris,,,,,,,,,
Powerstream Solar And Electric,PA,1985,0,3,Chris,,,,,,,,,
Blue Sky Solar And Roofing,TX,1380,1875,1,Ken,,,,,,,,,
Palmetto Clean Technology Inc,OH,1381,1154,1,Guy,,,,,,,,,
Perfection Solar,SC,1382,1132,1,Justin,,,,,,,,,
Sunnova Energy Corporation,IL,1383,3584,1,Guy,,,,,,,,,
Synergy Smart Homes,MA,1384,4984,1,Chris,,,,,,,,,
Zenergy Solar,NJ,1385,5887,1,Chris,,,,,,,,,
A1a Solar Contracting,FL,1386,5621,1,Justin,,,,,,,,,
Astrawatt,TX,1387,237,1,Ken,,,,,,,,,
Georgia Solar Pros,FL,1388,1132,1,Justin,,,,,,,,,
Nationwide Energy Solutions,MD,1389,9106,1,Chris,,,,,,,,,
Quality Solar Llc,TX,1390,237,1,Ken,,,,,,,,,
Synergy Smart Homes,CT,1391,4984,1,Chris,,,,,,,,,
Clearwater - Ray,FL,1392,8618,1,Justin,,,,,,,,,
Green Mountain Electric Llc,MT,1393,821,1,Rob,,,,,,,,,
Sunergy Solutions,NH,1394,224,1,Chris,,,,,,,,,
Cod - Baja Solar,FL,1395,8018,1,Justin,,,,,,,,,
Dhhs,FL,1396,8018,1,Justin,,,,,,,,,
Green Solar Enterprises Dba Green H,IL,1397,1045,1,Guy,,,,,,,,,
Imperium Solar/Cod,NJ,1398,5887,1,Chris,,,,,,,,,
Imperium Solar,PA,1986,0,3,Chris,,,,,,,,,
Black 33 Dba Solq,MO,1401,3584,1,Guy,,,,,,,,,
Cod-Project Solar,AZ,1402,8756,1,Ken,,,,,,,,,
Complete Solar,RI,1403,224,1,Chris,,,,,,,,,
East Coast Solar Services,MD,1404,9106,1,Chris,,,,,,,,,
Isaksen Solar,RI,1405,224,1,Chris,,,,,,,,,
Redrocks Roof And Solar,CO,1406,1875,1,Ken,,,,,,,,,
"Commonwealth Power, Llc",VA,1407,6408,1,Chris,,,,,,,,,
Eequals,MO,1408,6640,1,Guy,,,,,,,,,
Solar Energy World Llc,MD,1409,9106,1,Chris,,,,,,,,,
Solar Solution Llc,MD,1410,9106,1,Chris,,,,,,,,,
Skyline Solar Llc,TX,1411,237,1,Ken,,,,,,,,,
Supreme Solar Services,NJ,1987,0,3,Chris,,,,,,,,,
Good Faith Energy,TX,1412,237,1,Ken,,,,,,,,,
My Brilliant Solar,IL,1413,4950,1,Guy,,,,,,,,,
Over The Top Solar,NJ,1988,0,3,Chris,,,,,,,,,
Solar-Rx,FL,1414,8018,1,Justin,,,,,,,,,
K & M Electrical,MA,1415,224,1,Chris,,,,,,,,,
Novos Energy Llc,TX,1416,237,1,Ken,,,,,,,,,
Astrawatt Solar,KS,1417,3584,1,Ken,,,,,11.8,23.6,,,
Green Solar Enterprises Dba Ghs,PA,1418,5944,1,Chris,,,,,,,,,
"**Cod** Bluecore Solar, Llc",CO,1419,1875,1,Ken,,,,,,,,,
"Boss Energy, Llc.",SC,1420,1132,1,Justin,,,,,,,,,
Dragon Solar Llc,FL,1421,5621,1,Justin,,,,,,,,,
Glyde Solar,CO,1422,1875,1,Ken,,,,,,,,,
Save A Lot Solar,CA,1424,7953,1,Rob,,,,,,,,,
Solar First Inc,CA,1425,2576,1,Rob,,,,,,,,,
Fluent Solar,AR,1427,4187,1,Ken,,,,,,,,,
Solar Solutions Of Missouri Llc,MO,1989,0,3,Guy,,,,,,,,,
United Better Homes,CT,1428,224,1,Chris,,,,,,,,,
Ep Western Electric Llc,TX,1429,1987,1,Ken,,,,,,,,,
Mad Energy Nw Llc,WA,1430,8064,1,Rob,,,,,,23.6,23.6,,
Our World Energy,TX,1431,237,1,Ken,,,,,,,,,
Boreal Solar Attn  Richard Sung 416.500.2930,,2152,0,3,,,,,,,,,,
Revolution,WA,1432,8801,1,Rob,,,,,,,,,
Black 33 Llc  Dba Solq,IA,1433,987,1,Guy,,,,,,,,,
Brightway Energy Llc,MA,1434,224,1,Chris,,,,,,,,,
Cod,CA,1435,5040,1,Rob,,,,,,,,,
Nrg Clean Power Inc,CA,1436,1024,1,Rob,,,,,,,,,
Nuwatt Energy,RI,1437,224,1,Chris,,,,,,,,,
Solera Solar,MO,1438,3584,1,Guy,,,,,,,,,
Supreme Solar Services (Sungage),NJ,1991,0,3,Chris,,,,,,,,,
"Greenbrilliance, Llc",VA,1439,6408,1,Chris,,,,,,,,,
Pm&M Electric Dba Titan Solar,CA,1440,6435,1,Rob,,,,,,,,,
Reenergizeco Inc,CO,1441,1875,1,Ken,,,,,,,,,
Solar Central Systems,RI,1442,224,1,Chris,,,,,,,,,
Premier Improvements,CT,1443,4984,1,Chris,,,,,,,,,
Sunhab,PA,1992,0,3,Chris,,,,,,,,,
Bright Home Solutions,MA,1444,224,1,Chris,,,,,,,,,
"Meraki Installers, Llc",TX,1445,1987,1,Ken,,,,,,,,,
Solar Nova,NJ,1446,5887,1,Chris,,,,,,,,,
"[Cod] Absolute Energy, Llc",VA,1447,6408,1,Chris,,,,,,,,,
15 Lightyears,FL,1448,5621,1,Justin,,,,,,,,,
Posigen,CT,1449,4984,1,Chris,,,,,,,,,
Solarsun Co,CA,1450,6435,1,Rob,,,,,,,,,
Sunergy Solutions,ME,1451,224,1,Chris,,,,,,,,,
Suntuity Sourcing,TX,1452,768,1,Ken,,,,,,,,,
Suntuity Sourcing,FL,1453,768,1,Justin,,,,,,,,,
Cod-S7 Enterprises Llc Dba S7 Solar,FL,1454,8018,1,Justin,,,,,,,,,
Momentum Solar,NJ,1456,5887,1,Chris,,,,,,,,,
"[Cod] Kilo Hollow Energy, Inc.",VA,1457,6408,1,Chris,,,,,,,,,
Skyline Solar,PA,1458,5887,1,Chris,,,,,,,,,
Sol Up,NV,1459,4090,1,Rob,,,,,,,,,
Apex Energy Tek,NY,1460,120,1,Chris,,,,,,,,,
Arcadia Solar,NV,1461,4090,1,Rob,,,,,,,,,
Azimuth Renew Dba Mc Renewable Energy Llc,,2153,0,3,,,,,,,,,,
Design 1 Group,AL,1462,6058,1,Justin,,,,,,,,,
Silvermane Llc,MA,1463,224,1,Chris,,,,,,,,,
Solar Power & Light,OH,1464,1154,1,Guy,,,,,,,,,
Trinity Solar,NJ,1465,4984,1,Chris,,,,,,,,,
Empwr Solar,NC,1466,1132,1,Chris,,,,,,,,,
Sunsation Energy Solutions,NY,1467,4250,1,Chris,,,,,,,,,
Dba Omicron Solutions,TX,1468,1987,1,Ken,,,,,,,,,
Edds Electric,TX,1469,237,1,Ken,,,,,,,,,
Empower Solar,FL,1470,5621,1,Justin,,,,,,,,,
Texas Energy Resources,TX,1471,3273,1,Ken,,,,,,,,,
Advanced Roofing Inc,FL,1472,4560,1,Justin,,,,,,,,,
Dba Southwest Energy,TX,1473,1987,1,Ken,,,,,,,,,
Rectify Solar Llc,IN,1474,3293,1,Guy,,,,,,,,,
Solar Max,FL,1475,4560,1,Justin,,,,,,,,,
"Cod-Hop Home Solutions, Llc",TX,1477,1987,1,Ken,,,,,,,,,
Pine Tree Solar,ME,1994,0,3,Chris,,,,,,,,,
Solar Energy Systems,IN,1478,1045,1,Guy,,,,,,,,,
Precision Technologies,CA,1479,6435,1,Rob,,,,,,,,,
All-Pro Solar,FL,1480,4560,1,Justin,,,,,,,,,
Fusion Solar Energy/Cod,NJ,1481,5887,1,Chris,,,,,,,,,
Ohio Solar Connections,OH,1482,5944,1,Guy,,,,,,,,,
Senga Energy,CA,1483,6435,1,Rob,,,,,,,,,
Solar Bear,TX,1484,237,1,Ken,,,,,,,,,
Atlas Solar Power,TX,1486,237,1,Ken,,,,,,,,,
Complete Solar,MA,1487,224,1,Chris,,,,,,,,,
Earthlight Technologies Llc,OR,1488,5971,1,Rob,,,,,,,,,
Cod-Gr Solar,TX,1489,1987,1,Ken,,,,,,,,,
Current Home,FL,1490,5621,1,Justin,,,,,,,,,
Clean Residential Energy,OK,1491,5364,1,Ken,,,,,,,,,
Solar Optimum,CA,1492,6435,1,Rob,,,,,,,,,
"Strongbuilt Plumbing & Air, Llc",AZ,1493,8808,1,Ken,,,,,,,,,
Cod - Enlight.energy,FL,1494,8018,1,Justin,,,,,,,,,
Cod-Empire Refrigeration,TX,1495,1987,1,Ken,,,,,,,,,
Pro Light Solar,TX,1497,237,1,Ken,,,,,,,,,
Solar Trek Llc,FL,1498,5621,1,Justin,,,,,,,,,
Fasttrac,TX,1499,237,1,Ken,,,,,,,,,
Lumina Solar,PA,1500,9106,1,Chris,,,,,,,,,
Neighborhood Solar,CA,1501,7133,1,Rob,,,,,,,,,
Novasource,MA,1502,224,1,Chris,,,,,,,,,
Assured Solar Energy,ME,1503,4422,1,Chris,,,,,,,,,
Jc Electric,ID,1504,8187,1,Rob,,,,,,,,,
Skyline Solar,NJ,1505,5887,1,Chris,,,,,,,,,
Solar Guardians Usa,NJ,1995,0,3,Chris,,,,,,,,,
5733cod,CA,1506,5733,1,Rob,,,,,,,,,
"Elected Electric, Llc",FL,1507,8618,1,Justin,,,,,,,,,
Palmetto Clean Technology Inc,CA,1508,6435,1,Rob,,,,,,,,,
Sun Services Usa,FL,1509,5621,1,Justin,,,,,,,,,
Nrg Clean Power Inc,TX,1512,1024,1,Ken,,,,,,,,,
Region Solar,FL,1513,8018,1,Justin,,,,,,,,,
Vantage Point Solar,TX,1514,237,1,Ken,,,,,,,,,
Sunergy Solar Llc,AR,1515,4187,1,Ken,,,,,,,,,
Soco Solar Energy,CO,1516,2685,1,Ken,,,,,,,,,
Affordable Solar Roof & Air,TX,1517,8018,1,Ken,,,,,,,,,
Evolution Power Dba Jar Solar,FL,1518,5621,1,Justin,,,,,,,,,
Harvest Solar Mt,MT,1519,821,1,Rob,,,,,,,,,
Eclipse Solar,TX,1521,236,1,Ken,,,,,,,,,
Powur Solar,FL,1522,4560,1,Justin,,,,,,,,,
Airtech Services And Filters Llc,WA,1523,8801,1,Rob,,,,,,,,,
Burgeson's Heating & Ac,CA,1524,6435,1,Rob,,,,,,,,,
Diamond Solar,FL,1525,5621,1,Justin,,,,,,,,,
Exact Solar Dba Flowermark Llc,PA,1996,0,3,Chris,,,,,,,,,
Cnc Solar,DE,1997,0,3,Chris,,,,,,,,,
Burnham & Sun,CO,1527,2459,1,Ken,,,,,,,,,
Infinity Solar,NM,1528,148,1,Ken,,,,,,,,,
Jaga Networks Llc,NM,1529,148,1,Ken,,,,,,,,,
Next Energy Llc,WI,1530,4407,1,Guy,,,,,,,,,
Velocity Energy & Home Solutions,NJ,1998,0,3,Chris,,,,,,,,,
Eleanore Electric,CA,1531,6552,1,Rob,,,,,,,,,
Helios Solar Energy Llc,MA,1532,224,1,Chris,,,,,,,,,
Powur Pbc,AZ,1533,6435,1,Ken,,,,,,,,,
Solarugreen,TX,1534,237,1,Ken,,,,,,,,,
Charged Earth Series Llc,TX,1535,237,1,Ken,,,,,,,,,
Electrotek Power Systems,PA,1536,5887,1,Chris,,,,,,,,,
Power Energy Solutions,NJ,1999,0,3,Chris,,,,,,,,,
Un-Grid,ME,1537,4422,1,Chris,,,,,,,,,
Cod Sales,AR,1538,4187,1,Ken,,,,,,,,,
Solar Incite Llc,MA,1539,224,1,Chris,,,,,,,,,
Cedar Creek Energy,MN,1540,4664,1,Guy,,,,,,,,,
Master's Home Solutions - Cod,NJ,1541,5887,1,Chris,,,,,,,,,
"Palmetto Clean Technology, Inc",IL,1542,6640,1,Guy,,,,,,,,,
Cod - Solarface,FL,1543,8018,1,Justin,,,,,,,,,
Mo's Electric & Solar,ME,1544,4422,1,Chris,,,,,,,,,
My Energy Monster,MA,1545,224,1,Chris,,,,,,,,,
Peninsula Solar,MI,1546,4664,1,Guy,,,,,,,11.8,,
Solarwise Energy Solutions,NC,1547,6058,1,Chris,,,,,,,,,
Aloha Solar,CA,1548,7133,1,Rob,,,,,,,,,
Homes Dot Solar,FL,1549,8018,1,Justin,,,,,,,,,
American Hvac & Solar,CA,1550,6552,1,Rob,,,,,,,,,
Axia Solar Corp,TX,1551,237,1,Ken,,,,,,,,,
Cod Sales,WI,1552,4407,1,Guy,,,,,,,,,
Homeowner/ 1 Time Sale,KS,1553,3584,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",VA,1554,9106,1,Chris,,,,,,,,,
Artificial Grass Turf Co,AZ,1556,8756,1,Ken,,,,,,,,,
Barnhardt Construction Dba Affordab,FL,1557,8018,1,Justin,,,,,,,,,
Black 33 Llc  Dba Solq,NE,1558,987,1,Guy,,,,,,,,,
Cod Sales Latam,FL,1559,4560,1,Justin,,,,,,,,,
Evolution Power,FL,1560,5621,1,Justin,,,,,,,,,
Pozitiv Energy,PA,1561,5944,1,Chris,,,,,,,,,
Rooftop Power Llc,MA,1562,224,1,Chris,,,,,,,,,
Ace Residential Solar Llc,NH,1563,224,1,Chris,,,,,,,,,
Complete Solar,CT,1564,4984,1,Chris,,,,,,,,,
Mpower Energy,NY,1566,4250,1,Chris,,,,,,,,,
Solar Gain West Llc,AZ,1567,8808,1,Ken,,,,,,,,,
Wired Up Electrical Service,FL,1568,8018,1,Justin,,,,,,,,,
Current Renewable Efficiencies,IA,1569,987,1,Guy,,,,,,,,,
Solar Service,TX,1570,236,1,Ken,,,,,,,,,
White Label Solar Llc,MA,1571,224,1,Chris,,,,,,,,,
Ace Electrical Services Inc Cod,TX,1572,3273,1,Ken,,,,,,,,,
Atlantic Alternative Power,MA,1573,4984,1,Chris,,,,,,,,,
Savkat,CT,1574,4984,1,Chris,,,,,,,,,
Atek Distribution,MN,1575,4664,1,Guy,,,,,,,,,
Cod - Advanced Integrated Solar,FL,1576,8018,1,Justin,,,,,,,,,
Tge Solar,WA,1577,8187,1,Rob,,,,,,,,,
Cod-Global Solar Group,TX,1578,1987,1,Ken,,,,,,,,,
Enlight.energy,FL,1579,8018,1,Justin,,,,,,,,,
Green Light Solar,TX,1580,3273,1,Ken,,,,,,,,,
Amazon Solar,FL,1581,5621,1,Justin,,,,,,,,,
Cornerstone Construction Team Llc,SC,1582,1132,1,Justin,,,,,,,,,
Lonestar Solar Services Llc,TX,1583,3273,1,Ken,,,,,,,,,
[Cod] Expert Solar Pros,VA,1584,6408,1,Chris,,,,,,,,,
"Acdc Solar, Llc",FL,1585,4560,1,Justin,,,,,,,,,
"Hesolar, Llc",TX,1586,236,1,Ken,,,,,,,,,
Icon Power Llc,NM,1587,148,1,Ken,,,,,,,,,
Metro Express Service,TX,1588,237,1,Ken,,,,,,,,,
Cod Advanced Property Services,CA,1590,7605,1,Rob,,,,,,,,,
Empire Solar Solutions,CT,1591,1670,1,Chris,,,,,,,,,
Novasource,OH,1592,224,1,Guy,,,,,,,,,
Solar Energy Partners Llc,SC,1593,1132,1,Justin,,,,,,,,,
"Mission Energy, Llc",VA,2000,0,3,Chris,,,,,,,,,
Nys Essential Power,NY,1594,4250,1,Chris,,,,,,,,,
True Pwr Llc,CA,1595,7133,1,Rob,,,,,,,,,
Cod-Accurate Electric,TX,1596,1987,1,Ken,,,,,,,,,
Cod-Advanced Technologies Of Nm,NM,1597,1987,1,Ken,,,,,,,,,
Icon / Kinhome,TX,1598,237,1,Ken,,,,,,,,,
Meyer And Sons Builders Inc,MA,1599,224,1,Chris,,,,,,,,,
Streib Company,MO,1600,6640,1,Guy,,,,,,,,,
On Point Solar Power Llc,TX,1601,8756,1,Ken,,,,,,,,,
Cod Accounts,CA,1602,1024,1,Rob,,,,,,,,,
Watts Up Engineering,WI,1603,4407,1,Guy,,,,,,,,,
Jason Colgan Works,FL,1604,5888,1,Justin,,,,,,,,,
Earthlight Technologies,CT,1605,4984,1,Chris,,,,,,,,,
Renewable Energy Services,RI,2001,0,3,Chris,,,,,,,,,
Sunvantage Solar,CA,1606,7133,1,Rob,,,,,,,,,
Athens Electric,OH,2002,0,3,Guy,,,,,,,,,
Florida State Energy,FL,1607,5621,1,Justin,,,,,,,,,
Ny Solar Maint / Amer Solar Repair,FL,1608,5621,1,Justin,,,,,,,,,
Ready Solar,NC,1609,6058,1,Chris,,,,,,,,,
Looper Energy Llc,FL,1611,8618,1,Justin,,,,,,,,,
Palmetto Clean Technology,MA,1612,4431,1,Chris,,,,,,,,,
Action Solar,CO,1613,2685,1,Ken,,,,,,,,,
Astrawatt Solar,OK,1614,5364,1,Ken,,,,,,,,,
C Lane Properties,NJ,2003,0,3,Chris,,,,,,,,,
Cod - Source Energy Llc,FL,1615,8018,1,Justin,,,,,,,,,
Infinity Solar/Tml,OR,1616,5971,1,Rob,,,,,,118,,,
Legion Solar,NV,1617,4090,1,Rob,,,,,,,,,
Cod - On Point Solar Power Llc,FL,1618,8018,1,Justin,,,,,,,,,
Cod-Dba Solar Kings,TX,1619,1987,1,Ken,,,,,,,,,
Green Home Enterprises,IL,1620,1045,1,Guy,,,,,,,,,
Sunpower Corporation,MA,1621,4984,1,Chris,,,,,,,,,
Brightway Home Service Llc,FL,1622,8018,1,Justin,,,,,,,,,
Castor Solar,FL,1623,8018,1,Justin,,,,,,,,,
Cfl Electric Solutions,FL,1624,5621,1,Justin,,,,,,,,,
Croton Energy Group Inc,NY,2004,0,3,Chris,,,,,,,,,
Premier Aesthetix Installation And,OK,1625,5364,1,Ken,,,,,,,,,
One World Energy,TX,1626,1987,1,Ken,,,,,,,,,
"Accurate Site Development, Llc",VA,1627,6408,1,Chris,,,,,,,,,
Cod-Mountain Star Solar Group,TX,1628,1987,1,Ken,,,,,,,,,
Powur,TX,1630,3273,1,Ken,,,,,,,,,
Sunpurity Solar,NJ,1631,5887,1,Chris,,,,,,,,,
Aec Solar,CT,1632,4984,1,Chris,,,,,,,,,
Connectm Technology Services Llc,MA,1633,224,1,Chris,,,,,,,,,
Moore Energy Llc,PA,2005,0,3,Chris,,,,,,,,,
Solar Sam,MO,1634,3584,1,Guy,,,,,,,,,
Novasource In Care Of Sst Construct,CA,1636,5887,1,Rob,,,,,,,,,
[Cod] Cash Sales,VA,1637,6408,1,Chris,,,,,,,,,
Cod Sales,MN,1638,4664,1,Guy,,,,,,,,,
Cyberdyne Construction Llc,CA,1639,7133,1,Rob,,,,,,,,,
Green Home Enterprises,WI,1640,4664,1,Guy,,,,,,,,,
Lumio Hx Inc,NJ,1641,5887,1,Chris,,,,,,,,,
Peak Power Usa,CA,1642,6435,1,Rob,,,,,,,,,
Sentry Roofing,NH,1643,224,1,Chris,,,,,,,,,
Spark Solar,TX,1644,237,1,Ken,,,,,,236,,,
All Solar,FL,1645,5621,1,Justin,,,,,,,,,
Lumio Hx Inc,FL,1646,8018,1,Justin,,,,,,,,,
"Solartyme By Aapco, Llc",VA,1647,6408,1,Chris,,,,,,,,,
Solq Dba Black 33,IA,1648,987,1,Guy,,,,,,,,,
Exact Energy Partners Dba Exact Solar,PA,2006,0,3,Chris,,,,,,,,,
Hammond,IN,1649,1045,1,Guy,,,,,,,,,
Panasun Llc,FL,1650,5621,1,Justin,,,,,,,,,
"Sunny Day Solar Farms, Llc",FL,1652,5888,1,Justin,,,,,,,,,
"Guardian Solar, Llc",FL,1653,8618,1,Justin,,,,,,,,,
Mass Power Solutions,MA,1654,4431,1,Chris,,,,,,,,,
Palmetto  Clean Technology,PA,1655,5887,1,Chris,,,,,,,,,
Kayo Llc Dba Kayo Energy,AZ,1656,8756,1,Ken,,,,,,,,,
Suntuity Solar,PA,1657,5944,1,Chris,,,,,,,,,
Moore Energy,PA,1658,5887,1,Chris,,,,,,,,,
Perennial Renewables,ME,1659,4422,1,Chris,,,,,,,,,
Powered By Green,CA,1660,8797,1,Rob,,,,,,,,,
Skyline Solar,CT,1661,4984,1,Chris,,,,,,,,,
Bryant Roofing & Solar,CA,1662,2576,1,Rob,,,,,,,,,
Nivo Solar,OK,1664,5364,1,Ken,,,,,,,,,
Solar Direct,FL,1665,8018,1,Justin,,,,,,,,,
Solar Life Technology,TX,1666,237,1,Ken,,,,,,,,,
Acp Home Armour,FL,1668,4560,1,Justin,,,,,,,,,
"Alexa Air, Inc",FL,1669,8018,1,Justin,,,,,,,,,
Cod-Pep Solar,AZ,1670,8756,1,Ken,,,,,,,,,
Titan Solar Power,MD,1671,9106,1,Chris,,,,,,,,,
Tsj Electrical & Comm,CA,1672,6435,1,Rob,,,,,,,,,
"United Solar, Llc",WA,1673,8064,1,Rob,,,,,,,,,
Novasource  C/O Sst Construction,AZ,1674,8756,1,Ken,,,,,,,,,
Powur Pbc,CO,1675,1875,1,Ken,,,,,,,,,
Palmetto Clean Technology,MI,1676,960,1,Guy,,,,,,,,,
Sunfire Solar Systems Llc,NM,1677,148,1,Ken,,,,,,,,,
Circa Energy - Sungage,MD,2007,0,3,Chris,,,,,,,,,
Novasource In Care Of Sst Construct,NJ,1678,5887,1,Chris,,,,,,,,,
Power Energy Solutions/Cod,NJ,1679,5887,1,Chris,,,,,,,,,
Sunpower Corporation,FL,1680,5621,1,Justin,,,,,,,,,
